Gap_Start,Gap_End,Gap_Duration
2007-04-19 12:01:00,2007-04-19 12:31:00,0 days 00:30:00
2007-04-19 14:16:00,2007-04-19 14:46:00,0 days 00:30:00
2007-04-19 18:31:00,2007-04-19 19:01:00,0 days 00:30:00
2007-04-19 19:31:00,2007-04-19 20:01:00,0 days 00:30:00
2007-04-19 20:31:00,2007-04-19 21:01:00,0 days 00:30:00
2007-04-19 22:31:00,2007-04-19 23:16:00,0 days 00:45:00
2007-04-20 00:16:00,2007-04-20 00:46:00,0 days 00:30:00
2007-04-20 03:16:00,2007-04-20 03:46:00,0 days 00:30:00
2007-04-20 04:31:00,2007-04-20 05:01:00,0 days 00:30:00
2007-04-20 12:01:00,2007-04-20 12:31:00,0 days 00:30:00
2007-04-20 13:16:00,2007-04-20 14:01:00,0 days 00:45:00
2007-04-20 21:31:00,2007-04-20 22:01:00,0 days 00:30:00
2007-04-20 22:16:00,2007-04-20 22:46:00,0 days 00:30:00
2007-04-20 23:01:00,2007-04-20 23:46:00,0 days 00:45:00
2007-04-21 00:00:00,2007-04-21 00:16:00,0 days 00:16:00
2007-04-21 00:31:00,2007-04-21 01:31:00,0 days 01:00:00
2007-04-21 01:46:00,2007-04-21 02:16:00,0 days 00:30:00
2007-04-21 02:46:00,2007-04-21 03:31:00,0 days 00:45:00
2007-04-21 03:46:00,2007-04-21 05:16:00,0 days 01:30:00
2007-04-21 07:31:00,2007-04-21 08:46:00,0 days 01:15:00
2007-04-21 11:01:00,2007-04-21 12:31:00,0 days 01:30:00
2007-04-21 20:01:00,2007-04-21 20:31:00,0 days 00:30:00
2007-04-21 22:01:00,2007-04-21 23:16:00,0 days 01:15:00
2007-04-21 23:31:00,2007-04-22 00:01:00,0 days 00:30:00
2007-04-22 02:01:00,2007-04-22 03:01:00,0 days 01:00:00
2007-04-22 03:16:00,2007-04-22 03:46:00,0 days 00:30:00
2007-04-22 04:31:00,2007-04-22 05:16:00,0 days 00:45:00
2007-04-22 05:46:00,2007-04-22 06:16:00,0 days 00:30:00
2007-04-22 07:16:00,2007-04-22 08:01:00,0 days 00:45:00
2007-04-22 08:31:00,2007-04-22 09:01:00,0 days 00:30:00
2007-04-22 10:01:00,2007-04-22 10:31:00,0 days 00:30:00
2007-04-22 11:16:00,2007-04-22 12:31:00,0 days 01:15:00
2007-04-22 13:01:00,2007-04-22 13:31:00,0 days 00:30:00
2007-04-22 15:01:00,2007-04-22 15:31:00,0 days 00:30:00
2007-04-22 16:01:00,2007-04-22 17:46:00,0 days 01:45:00
2007-04-22 18:31:00,2007-04-22 19:01:00,0 days 00:30:00
2007-04-22 19:46:00,2007-04-22 21:01:00,0 days 01:15:00
2007-04-23 00:00:00,2007-04-23 00:16:00,0 days 00:16:00
2007-04-23 02:01:00,2007-04-23 02:31:00,0 days 00:30:00
2007-04-23 03:46:00,2007-04-23 04:46:00,0 days 01:00:00
2007-04-23 06:31:00,2007-04-23 07:01:00,0 days 00:30:00
2007-04-23 07:16:00,2007-04-23 07:46:00,0 days 00:30:00
2007-04-23 08:16:00,2007-04-23 08:46:00,0 days 00:30:00
2007-04-23 09:01:00,2007-04-23 10:01:00,0 days 01:00:00
2007-04-23 14:01:00,2007-04-23 14:46:00,0 days 00:45:00
2007-04-23 16:16:00,2007-04-23 16:46:00,0 days 00:30:00
2007-04-23 17:16:00,2007-04-23 18:01:00,0 days 00:45:00
2007-04-23 19:16:00,2007-04-23 19:46:00,0 days 00:30:00
2007-04-23 20:16:00,2007-04-23 20:46:00,0 days 00:30:00
2007-04-23 21:01:00,2007-04-23 21:31:00,0 days 00:30:00
2007-04-23 21:46:00,2007-04-23 22:31:00,0 days 00:45:00
2007-04-23 23:31:00,2007-04-24 00:01:00,0 days 00:30:00
2007-04-24 01:16:00,2007-04-24 01:46:00,0 days 00:30:00
2007-04-24 02:16:00,2007-04-24 02:46:00,0 days 00:30:00
2007-04-24 03:31:00,2007-04-24 04:16:00,0 days 00:45:00
2007-04-24 05:01:00,2007-04-24 06:31:00,0 days 01:30:00
2007-04-24 06:46:00,2007-04-24 07:16:00,0 days 00:30:00
2007-04-24 07:31:00,2007-04-24 08:31:00,0 days 01:00:00
2007-04-24 09:16:00,2007-04-24 09:46:00,0 days 00:30:00
2007-04-24 10:01:00,2007-04-24 10:46:00,0 days 00:45:00
2007-04-24 12:16:00,2007-04-24 12:46:00,0 days 00:30:00
2007-04-24 14:01:00,2007-04-24 14:31:00,0 days 00:30:00
2007-04-24 19:01:00,2007-04-24 19:46:00,0 days 00:45:00
2007-04-24 20:01:00,2007-04-24 20:46:00,0 days 00:45:00
2007-04-24 21:01:00,2007-04-24 21:31:00,0 days 00:30:00
2007-04-24 22:16:00,2007-04-24 23:16:00,0 days 01:00:00
2007-04-25 00:16:00,2007-04-25 01:01:00,0 days 00:45:00
2007-04-25 02:01:00,2007-04-25 02:46:00,0 days 00:45:00
2007-04-25 03:01:00,2007-04-25 04:16:00,0 days 01:15:00
2007-04-25 04:31:00,2007-04-25 06:01:00,0 days 01:30:00
2007-04-25 07:31:00,2007-04-25 08:31:00,0 days 01:00:00
2007-04-25 08:46:00,2007-04-25 09:46:00,0 days 01:00:00
2007-04-25 10:01:00,2007-04-25 10:31:00,0 days 00:30:00
2007-04-25 10:46:00,2007-04-25 11:16:00,0 days 00:30:00
2007-04-25 11:31:00,2007-04-25 12:01:00,0 days 00:30:00
2007-04-25 13:46:00,2007-04-25 15:01:00,0 days 01:15:00
2007-04-25 15:31:00,2007-04-25 16:16:00,0 days 00:45:00
2007-04-25 17:31:00,2007-04-25 18:01:00,0 days 00:30:00
2007-04-25 19:16:00,2007-04-25 20:01:00,0 days 00:45:00
2007-04-25 20:46:00,2007-04-25 21:16:00,0 days 00:30:00
2007-04-25 21:31:00,2007-04-25 22:01:00,0 days 00:30:00
2007-04-25 23:01:00,2007-04-25 23:31:00,0 days 00:30:00
2007-04-26 02:16:00,2007-04-26 02:46:00,0 days 00:30:00
2007-04-26 03:16:00,2007-04-26 03:46:00,0 days 00:30:00
2007-04-26 04:46:00,2007-04-26 06:16:00,0 days 01:30:00
2007-04-26 07:16:00,2007-04-26 07:46:00,0 days 00:30:00
2007-04-26 08:31:00,2007-04-26 09:01:00,0 days 00:30:00
2007-04-26 09:16:00,2007-04-26 10:01:00,0 days 00:45:00
2007-04-26 10:31:00,2007-04-26 11:01:00,0 days 00:30:00
2007-04-26 11:16:00,2007-04-26 11:46:00,0 days 00:30:00
2007-04-26 12:46:00,2007-04-26 13:31:00,0 days 00:45:00
2007-04-26 15:01:00,2007-04-26 15:46:00,0 days 00:45:00
2007-04-26 17:31:00,2007-04-26 18:01:00,0 days 00:30:00
2007-04-26 18:31:00,2007-04-26 19:31:00,0 days 01:00:00
2007-04-26 20:01:00,2007-04-26 20:31:00,0 days 00:30:00
2007-04-26 22:16:00,2007-04-26 23:31:00,0 days 01:15:00
2007-04-27 00:16:00,2007-04-27 01:01:00,0 days 00:45:00
2007-04-27 01:46:00,2007-04-27 04:01:00,0 days 02:15:00
2007-04-27 04:31:00,2007-04-27 05:01:00,0 days 00:30:00
2007-04-27 05:46:00,2007-04-27 06:31:00,0 days 00:45:00
2007-04-27 06:46:00,2007-04-27 07:31:00,0 days 00:45:00
2007-04-27 07:46:00,2007-04-27 08:16:00,0 days 00:30:00
2007-04-27 08:31:00,2007-04-27 09:01:00,0 days 00:30:00
2007-04-27 09:16:00,2007-04-27 09:46:00,0 days 00:30:00
2007-04-27 10:31:00,2007-04-27 11:01:00,0 days 00:30:00
2007-04-27 11:46:00,2007-04-27 12:16:00,0 days 00:30:00
2007-04-27 13:31:00,2007-04-27 14:01:00,0 days 00:30:00
2007-04-27 15:31:00,2007-04-27 16:16:00,0 days 00:45:00
2007-04-27 17:16:00,2007-04-27 18:16:00,0 days 01:00:00
2007-04-27 19:16:00,2007-04-27 21:01:00,0 days 01:45:00
2007-04-27 21:16:00,2007-04-27 22:31:00,0 days 01:15:00
2007-04-27 23:01:00,2007-04-27 23:46:00,0 days 00:45:00
2007-04-28 00:00:00,2007-04-28 00:16:00,0 days 00:16:00
2007-04-28 00:31:00,2007-04-28 01:01:00,0 days 00:30:00
2007-04-28 02:01:00,2007-04-28 03:46:00,0 days 01:45:00
2007-04-28 04:01:00,2007-04-28 05:01:00,0 days 01:00:00
2007-04-28 05:31:00,2007-04-28 06:16:00,0 days 00:45:00
2007-04-28 06:31:00,2007-04-28 07:16:00,0 days 00:45:00
2007-04-28 08:46:00,2007-04-28 09:31:00,0 days 00:45:00
2007-04-28 09:46:00,2007-04-28 10:16:00,0 days 00:30:00
2007-04-28 10:31:00,2007-04-28 11:01:00,0 days 00:30:00
2007-04-28 11:16:00,2007-04-28 12:31:00,0 days 01:15:00
2007-04-28 13:31:00,2007-04-28 14:16:00,0 days 00:45:00
2007-04-28 14:31:00,2007-04-28 15:01:00,0 days 00:30:00
2007-04-28 15:46:00,2007-04-28 17:01:00,0 days 01:15:00
2007-04-28 17:31:00,2007-04-28 18:01:00,0 days 00:30:00
2007-04-28 18:16:00,2007-04-28 19:01:00,0 days 00:45:00
2007-04-28 19:16:00,2007-04-28 20:16:00,0 days 01:00:00
2007-04-28 21:01:00,2007-04-28 21:31:00,0 days 00:30:00
2007-04-28 22:16:00,2007-04-28 23:01:00,0 days 00:45:00
2007-04-28 23:16:00,2007-04-29 00:01:00,0 days 00:45:00
2007-04-29 00:16:00,2007-04-29 00:46:00,0 days 00:30:00
2007-04-29 02:01:00,2007-04-29 03:31:00,0 days 01:30:00
2007-04-29 03:46:00,2007-04-29 06:31:00,0 days 02:45:00
2007-04-29 08:46:00,2007-04-29 09:16:00,0 days 00:30:00
2007-04-29 10:01:00,2007-04-29 10:31:00,0 days 00:30:00
2007-04-29 10:46:00,2007-04-29 11:31:00,0 days 00:45:00
2007-04-29 12:16:00,2007-04-29 13:16:00,0 days 01:00:00
2007-04-29 13:31:00,2007-04-29 14:16:00,0 days 00:45:00
2007-04-29 14:31:00,2007-04-29 15:31:00,0 days 01:00:00
2007-04-29 16:31:00,2007-04-29 17:46:00,0 days 01:15:00
2007-04-29 18:01:00,2007-04-29 19:01:00,0 days 01:00:00
2007-04-29 19:16:00,2007-04-29 19:46:00,0 days 00:30:00
2007-04-29 20:01:00,2007-04-29 20:46:00,0 days 00:45:00
2007-04-29 21:01:00,2007-04-29 22:01:00,0 days 01:00:00
2007-04-29 22:16:00,2007-04-29 23:01:00,0 days 00:45:00
2007-04-29 23:16:00,2007-04-30 01:16:00,0 days 02:00:00
2007-04-30 01:31:00,2007-04-30 03:31:00,0 days 02:00:00
2007-04-30 03:46:00,2007-04-30 04:31:00,0 days 00:45:00
2007-04-30 05:01:00,2007-04-30 06:01:00,0 days 01:00:00
2007-04-30 06:16:00,2007-04-30 07:31:00,0 days 01:15:00
2007-04-30 07:46:00,2007-04-30 08:16:00,0 days 00:30:00
2007-04-30 09:01:00,2007-04-30 09:31:00,0 days 00:30:00
2007-04-30 12:01:00,2007-04-30 12:31:00,0 days 00:30:00
2007-04-30 13:16:00,2007-04-30 13:46:00,0 days 00:30:00
2007-04-30 14:01:00,2007-04-30 14:31:00,0 days 00:30:00
2007-04-30 14:46:00,2007-04-30 15:46:00,0 days 01:00:00
2007-04-30 16:01:00,2007-04-30 16:31:00,0 days 00:30:00
2007-04-30 16:46:00,2007-04-30 20:31:00,0 days 03:45:00
2007-04-30 20:46:00,2007-04-30 22:16:00,0 days 01:30:00
2007-04-30 22:31:00,2007-05-01 00:01:00,0 days 01:30:00
2007-05-01 00:16:00,2007-05-01 00:46:00,0 days 00:30:00
2007-05-01 01:01:00,2007-05-01 02:01:00,0 days 01:00:00
2007-05-01 02:16:00,2007-05-01 03:31:00,0 days 01:15:00
2007-05-01 03:46:00,2007-05-01 04:16:00,0 days 00:30:00
2007-05-01 04:31:00,2007-05-01 05:16:00,0 days 00:45:00
2007-05-01 05:46:00,2007-05-01 08:31:00,0 days 02:45:00
2007-05-01 08:46:00,2007-05-01 09:16:00,0 days 00:30:00
2007-05-01 10:01:00,2007-05-01 11:16:00,0 days 01:15:00
2007-05-01 11:31:00,2007-05-01 12:46:00,0 days 01:15:00
2007-05-01 13:46:00,2007-05-01 14:46:00,0 days 01:00:00
2007-05-01 15:01:00,2007-05-01 15:31:00,0 days 00:30:00
2007-05-01 15:46:00,2007-05-01 16:31:00,0 days 00:45:00
2007-05-01 16:46:00,2007-05-01 18:16:00,0 days 01:30:00
2007-05-01 18:31:00,2007-05-01 19:46:00,0 days 01:15:00
2007-05-01 20:01:00,2007-05-01 20:31:00,0 days 00:30:00
2007-05-01 20:46:00,2007-05-01 23:01:00,0 days 02:15:00
2007-05-01 23:16:00,2007-05-02 00:31:00,0 days 01:15:00
2007-05-02 00:46:00,2007-05-02 10:01:00,0 days 09:15:00
2007-05-02 10:16:00,2007-05-02 12:16:00,0 days 02:00:00
2007-05-02 12:31:00,2007-05-02 14:01:00,0 days 01:30:00
2007-05-02 15:01:00,2007-05-02 16:16:00,0 days 01:15:00
2007-05-02 17:01:00,2007-05-02 20:01:00,0 days 03:00:00
2007-05-02 20:46:00,2007-05-02 23:16:00,0 days 02:30:00
2007-05-02 23:31:00,2007-05-03 02:31:00,0 days 03:00:00
2007-05-03 02:46:00,2007-05-03 08:31:00,0 days 05:45:00
2007-05-03 08:46:00,2007-05-03 09:31:00,0 days 00:45:00
2007-05-03 09:46:00,2007-05-03 10:46:00,0 days 01:00:00
2007-05-03 11:01:00,2007-05-03 18:01:00,0 days 07:00:00
2007-05-03 18:16:00,2007-05-03 19:01:00,0 days 00:45:00
2007-05-03 19:16:00,2007-05-03 20:01:00,0 days 00:45:00
2007-05-03 21:46:00,2007-05-03 22:16:00,0 days 00:30:00
2007-05-03 23:46:00,2007-05-04 00:31:00,0 days 00:45:00
2007-05-04 01:16:00,2007-05-04 01:46:00,0 days 00:30:00
2007-05-04 02:31:00,2007-05-04 05:31:00,0 days 03:00:00
2007-05-04 05:46:00,2007-05-04 06:46:00,0 days 01:00:00
2007-05-04 07:01:00,2007-05-04 07:46:00,0 days 00:45:00
2007-05-04 08:01:00,2007-05-04 08:31:00,0 days 00:30:00
2007-05-04 09:16:00,2007-05-04 09:46:00,0 days 00:30:00
2007-05-04 10:46:00,2007-05-04 11:16:00,0 days 00:30:00
2007-05-04 12:01:00,2007-05-04 12:46:00,0 days 00:45:00
2007-05-04 13:16:00,2007-05-04 13:46:00,0 days 00:30:00
2007-05-04 14:01:00,2007-05-04 14:31:00,0 days 00:30:00
2007-05-04 14:46:00,2007-05-04 15:31:00,0 days 00:45:00
2007-05-04 15:46:00,2007-05-04 16:16:00,0 days 00:30:00
2007-05-04 16:31:00,2007-05-04 17:01:00,0 days 00:30:00
2007-05-04 17:16:00,2007-05-04 17:46:00,0 days 00:30:00
2007-05-04 18:01:00,2007-05-04 20:01:00,0 days 02:00:00
2007-05-04 20:16:00,2007-05-04 21:46:00,0 days 01:30:00
2007-05-04 22:01:00,2007-05-04 22:46:00,0 days 00:45:00
2007-05-04 23:01:00,2007-05-05 00:01:00,0 days 01:00:00
2007-05-05 00:16:00,2007-05-05 00:46:00,0 days 00:30:00
2007-05-05 01:31:00,2007-05-05 02:16:00,0 days 00:45:00
2007-05-05 02:31:00,2007-05-05 03:01:00,0 days 00:30:00
2007-05-05 03:16:00,2007-05-05 04:01:00,0 days 00:45:00
2007-05-05 04:46:00,2007-05-05 05:16:00,0 days 00:30:00
2007-05-05 05:31:00,2007-05-05 06:16:00,0 days 00:45:00
2007-05-05 06:46:00,2007-05-05 07:16:00,0 days 00:30:00
2007-05-05 08:01:00,2007-05-05 08:46:00,0 days 00:45:00
2007-05-05 09:46:00,2007-05-05 10:16:00,0 days 00:30:00
2007-05-05 10:31:00,2007-05-05 11:01:00,0 days 00:30:00
2007-05-05 11:31:00,2007-05-05 12:31:00,0 days 01:00:00
2007-05-05 12:46:00,2007-05-05 13:31:00,0 days 00:45:00
2007-05-05 13:46:00,2007-05-05 19:01:00,0 days 05:15:00
2007-05-05 19:46:00,2007-05-05 21:01:00,0 days 01:15:00
2007-05-05 21:16:00,2007-05-05 22:16:00,0 days 01:00:00
2007-05-05 22:31:00,2007-05-06 04:31:00,0 days 06:00:00
2007-05-06 04:46:00,2007-05-06 07:31:00,0 days 02:45:00
2007-05-06 07:46:00,2007-05-06 09:01:00,0 days 01:15:00
2007-05-06 09:16:00,2007-05-06 10:31:00,0 days 01:15:00
2007-05-06 10:46:00,2007-05-06 13:01:00,0 days 02:15:00
2007-05-06 13:16:00,2007-05-06 16:31:00,0 days 03:15:00
2007-05-06 16:46:00,2007-05-06 17:16:00,0 days 00:30:00
2007-05-06 17:31:00,2007-05-06 19:31:00,0 days 02:00:00
2007-05-06 20:31:00,2007-05-06 21:01:00,0 days 00:30:00
2007-05-06 22:01:00,2007-05-06 22:31:00,0 days 00:30:00
2007-05-07 00:00:00,2007-05-07 00:16:00,0 days 00:16:00
2007-05-07 03:31:00,2007-05-07 04:01:00,0 days 00:30:00
2007-05-07 05:01:00,2007-05-07 05:31:00,0 days 00:30:00
2007-05-07 06:16:00,2007-05-07 06:46:00,0 days 00:30:00
2007-05-07 07:31:00,2007-05-07 08:01:00,0 days 00:30:00
2007-05-07 08:16:00,2007-05-07 09:46:00,0 days 01:30:00
2007-05-07 10:01:00,2007-05-07 12:01:00,0 days 02:00:00
2007-05-07 12:16:00,2007-05-07 14:01:00,0 days 01:45:00
2007-05-07 15:16:00,2007-05-07 20:31:00,0 days 05:15:00
2007-05-07 20:46:00,2007-05-07 21:31:00,0 days 00:45:00
2007-05-07 22:16:00,2007-05-08 06:31:00,0 days 08:15:00
2007-05-08 06:46:00,2007-05-08 07:31:00,0 days 00:45:00
2007-05-08 07:46:00,2007-05-08 08:31:00,0 days 00:45:00
2007-05-08 08:46:00,2007-05-08 09:31:00,0 days 00:45:00
2007-05-08 10:01:00,2007-05-08 10:46:00,0 days 00:45:00
2007-05-08 11:01:00,2007-05-08 12:01:00,0 days 01:00:00
2007-05-08 13:16:00,2007-05-08 14:31:00,0 days 01:15:00
2007-05-08 16:46:00,2007-05-08 18:01:00,0 days 01:15:00
2007-05-08 18:16:00,2007-05-08 20:01:00,0 days 01:45:00
2007-05-08 20:16:00,2007-05-08 23:31:00,0 days 03:15:00
2007-05-09 00:16:00,2007-05-09 01:01:00,0 days 00:45:00
2007-05-09 04:31:00,2007-05-09 05:01:00,0 days 00:30:00
2007-05-09 05:16:00,2007-05-09 06:01:00,0 days 00:45:00
2007-05-09 06:16:00,2007-05-09 06:46:00,0 days 00:30:00
2007-05-09 07:46:00,2007-05-09 09:31:00,0 days 01:45:00
2007-05-09 10:31:00,2007-05-09 11:01:00,0 days 00:30:00
2007-05-09 11:31:00,2007-05-09 12:01:00,0 days 00:30:00
2007-05-09 12:16:00,2007-05-09 13:01:00,0 days 00:45:00
2007-05-09 14:46:00,2007-05-09 15:31:00,0 days 00:45:00
2007-05-09 17:16:00,2007-05-09 17:46:00,0 days 00:30:00
2007-05-09 19:46:00,2007-05-09 20:31:00,0 days 00:45:00
2007-05-09 21:16:00,2007-05-09 21:46:00,0 days 00:30:00
2007-05-09 22:31:00,2007-05-10 04:31:00,0 days 06:00:00
2007-05-10 04:46:00,2007-05-10 05:16:00,0 days 00:30:00
2007-05-10 05:31:00,2007-05-10 06:01:00,0 days 00:30:00
2007-05-10 06:16:00,2007-05-10 06:46:00,0 days 00:30:00
2007-05-10 07:01:00,2007-05-10 08:16:00,0 days 01:15:00
2007-05-11 01:01:00,2007-05-11 01:31:00,0 days 00:30:00
2007-05-11 03:16:00,2007-05-11 03:46:00,0 days 00:30:00
2007-05-11 04:46:00,2007-05-11 05:16:00,0 days 00:30:00
2007-05-11 05:31:00,2007-05-11 06:01:00,0 days 00:30:00
2007-05-11 07:16:00,2007-05-11 08:01:00,0 days 00:45:00
2007-05-11 09:31:00,2007-05-11 10:16:00,0 days 00:45:00
2007-05-11 10:31:00,2007-05-11 11:46:00,0 days 01:15:00
2007-05-11 12:01:00,2007-05-11 12:46:00,0 days 00:45:00
2007-05-11 15:01:00,2007-05-11 21:31:00,0 days 06:30:00
2007-05-11 21:46:00,2007-05-11 23:31:00,0 days 01:45:00
2007-05-11 23:46:00,2007-05-12 00:16:00,0 days 00:30:00
2007-05-12 00:31:00,2007-05-12 01:01:00,0 days 00:30:00
2007-05-12 01:16:00,2007-05-12 02:46:00,0 days 01:30:00
2007-05-12 03:16:00,2007-05-12 04:31:00,0 days 01:15:00
2007-05-12 04:46:00,2007-05-12 06:16:00,0 days 01:30:00
2007-05-12 06:31:00,2007-05-12 08:01:00,0 days 01:30:00
2007-05-12 08:16:00,2007-05-12 08:46:00,0 days 00:30:00
2007-05-12 09:01:00,2007-05-12 10:01:00,0 days 01:00:00
2007-05-12 10:16:00,2007-05-12 11:01:00,0 days 00:45:00
2007-05-12 11:16:00,2007-05-12 13:01:00,0 days 01:45:00
2007-05-12 13:16:00,2007-05-12 13:46:00,0 days 00:30:00
2007-05-12 14:01:00,2007-05-12 16:46:00,0 days 02:45:00
2007-05-12 17:01:00,2007-05-12 18:01:00,0 days 01:00:00
2007-05-12 18:16:00,2007-05-12 18:46:00,0 days 00:30:00
2007-05-12 19:01:00,2007-05-12 20:16:00,0 days 01:15:00
2007-05-12 20:31:00,2007-05-12 21:01:00,0 days 00:30:00
2007-05-12 21:16:00,2007-05-12 22:01:00,0 days 00:45:00
2007-05-12 22:46:00,2007-05-12 23:16:00,0 days 00:30:00
2007-05-13 00:16:00,2007-05-13 00:46:00,0 days 00:30:00
2007-05-13 01:31:00,2007-05-13 02:31:00,0 days 01:00:00
2007-05-13 02:46:00,2007-05-13 03:31:00,0 days 00:45:00
2007-05-13 04:16:00,2007-05-13 05:16:00,0 days 01:00:00
2007-05-13 05:46:00,2007-05-13 07:01:00,0 days 01:15:00
2007-05-13 07:16:00,2007-05-13 08:01:00,0 days 00:45:00
2007-05-13 08:16:00,2007-05-13 08:46:00,0 days 00:30:00
2007-05-13 09:01:00,2007-05-13 10:46:00,0 days 01:45:00
2007-05-13 11:01:00,2007-05-13 14:01:00,0 days 03:00:00
2007-05-13 14:46:00,2007-05-13 16:46:00,0 days 02:00:00
2007-05-13 17:01:00,2007-05-13 18:16:00,0 days 01:15:00
2007-05-13 19:01:00,2007-05-13 19:46:00,0 days 00:45:00
2007-05-13 20:01:00,2007-05-13 21:31:00,0 days 01:30:00
2007-05-13 21:46:00,2007-05-14 02:46:00,0 days 05:00:00
2007-05-14 03:46:00,2007-05-14 06:31:00,0 days 02:45:00
2007-05-14 07:01:00,2007-05-14 07:31:00,0 days 00:30:00
2007-05-14 08:46:00,2007-05-14 09:16:00,0 days 00:30:00
2007-05-14 10:46:00,2007-05-14 11:16:00,0 days 00:30:00
2007-05-14 13:31:00,2007-05-14 14:16:00,0 days 00:45:00
2007-05-14 14:31:00,2007-05-14 16:16:00,0 days 01:45:00
2007-05-14 16:31:00,2007-05-14 17:16:00,0 days 00:45:00
2007-05-14 17:31:00,2007-05-14 18:01:00,0 days 00:30:00
2007-05-14 18:16:00,2007-05-14 23:01:00,0 days 04:45:00
2007-05-14 23:16:00,2007-05-15 03:31:00,0 days 04:15:00
2007-05-15 03:46:00,2007-05-15 09:46:00,0 days 06:00:00
2007-05-15 10:46:00,2007-05-15 11:46:00,0 days 01:00:00
2007-05-15 12:01:00,2007-05-15 13:16:00,0 days 01:15:00
2007-05-15 13:31:00,2007-05-15 14:16:00,0 days 00:45:00
2007-05-15 15:16:00,2007-05-15 15:46:00,0 days 00:30:00
2007-05-15 16:16:00,2007-05-15 17:16:00,0 days 01:00:00
2007-05-15 17:31:00,2007-05-15 20:01:00,0 days 02:30:00
2007-05-15 20:16:00,2007-05-15 21:16:00,0 days 01:00:00
2007-05-15 21:31:00,2007-05-15 22:16:00,0 days 00:45:00
2007-05-15 22:31:00,2007-05-15 23:31:00,0 days 01:00:00
2007-05-15 23:46:00,2007-05-16 01:31:00,0 days 01:45:00
2007-05-16 02:16:00,2007-05-16 03:46:00,0 days 01:30:00
2007-05-16 04:01:00,2007-05-16 06:16:00,0 days 02:15:00
2007-05-16 06:31:00,2007-05-16 07:16:00,0 days 00:45:00
2007-05-16 08:31:00,2007-05-16 09:46:00,0 days 01:15:00
2007-05-16 10:16:00,2007-05-16 10:46:00,0 days 00:30:00
2007-05-16 12:16:00,2007-05-16 14:16:00,0 days 02:00:00
2007-05-16 14:46:00,2007-05-16 16:46:00,0 days 02:00:00
2007-05-16 17:01:00,2007-05-16 19:01:00,0 days 02:00:00
2007-05-16 19:31:00,2007-05-16 20:01:00,0 days 00:30:00
2007-05-16 20:16:00,2007-05-16 22:01:00,0 days 01:45:00
2007-05-16 22:46:00,2007-05-17 00:00:00,0 days 01:14:00
2007-05-17 00:01:00,2007-05-17 01:16:00,0 days 01:15:00
2007-05-17 01:31:00,2007-05-17 03:46:00,0 days 02:15:00
2007-05-17 04:01:00,2007-05-17 07:46:00,0 days 03:45:00
2007-05-17 08:01:00,2007-05-17 08:46:00,0 days 00:45:00
2007-05-17 09:01:00,2007-05-17 10:46:00,0 days 01:45:00
2007-05-17 11:16:00,2007-05-17 12:16:00,0 days 01:00:00
2007-05-17 12:31:00,2007-05-17 13:01:00,0 days 00:30:00
2007-05-17 13:31:00,2007-05-17 14:16:00,0 days 00:45:00
2007-05-17 15:16:00,2007-05-17 16:31:00,0 days 01:15:00
2007-05-17 16:46:00,2007-05-17 18:16:00,0 days 01:30:00
2007-05-17 18:31:00,2007-05-17 19:31:00,0 days 01:00:00
2007-05-17 20:16:00,2007-05-17 21:46:00,0 days 01:30:00
2007-05-17 22:01:00,2007-05-17 23:01:00,0 days 01:00:00
2007-05-17 23:16:00,2007-05-18 00:31:00,0 days 01:15:00
2007-05-18 00:46:00,2007-05-18 01:31:00,0 days 00:45:00
2007-05-18 01:46:00,2007-05-18 02:31:00,0 days 00:45:00
2007-05-18 02:46:00,2007-05-18 03:46:00,0 days 01:00:00
2007-05-18 04:01:00,2007-05-18 06:01:00,0 days 02:00:00
2007-05-18 06:16:00,2007-05-18 06:46:00,0 days 00:30:00
2007-05-18 07:16:00,2007-05-18 08:01:00,0 days 00:45:00
2007-05-18 08:31:00,2007-05-18 09:31:00,0 days 01:00:00
2007-05-18 10:01:00,2007-05-18 10:31:00,0 days 00:30:00
2007-05-18 11:16:00,2007-05-18 13:01:00,0 days 01:45:00
2007-05-18 13:31:00,2007-05-18 14:16:00,0 days 00:45:00
2007-05-18 14:31:00,2007-05-18 15:16:00,0 days 00:45:00
2007-05-18 15:46:00,2007-05-18 16:46:00,0 days 01:00:00
2007-05-18 17:01:00,2007-05-18 18:16:00,0 days 01:15:00
2007-05-18 18:31:00,2007-05-18 19:31:00,0 days 01:00:00
2007-05-18 21:16:00,2007-05-18 22:31:00,0 days 01:15:00
2007-05-18 22:46:00,2007-05-19 00:31:00,0 days 01:45:00
2007-05-19 00:46:00,2007-05-19 02:01:00,0 days 01:15:00
2007-05-19 02:16:00,2007-05-19 03:31:00,0 days 01:15:00
2007-05-19 04:46:00,2007-05-19 07:46:00,0 days 03:00:00
2007-05-19 08:01:00,2007-05-19 08:31:00,0 days 00:30:00
2007-05-19 08:46:00,2007-05-19 09:31:00,0 days 00:45:00
2007-05-19 10:46:00,2007-05-19 11:31:00,0 days 00:45:00
2007-05-19 11:46:00,2007-05-19 12:16:00,0 days 00:30:00
2007-05-19 12:31:00,2007-05-19 13:16:00,0 days 00:45:00
2007-05-19 15:31:00,2007-05-19 17:16:00,0 days 01:45:00
2007-05-19 19:01:00,2007-05-19 20:16:00,0 days 01:15:00
2007-05-19 20:46:00,2007-05-19 22:01:00,0 days 01:15:00
